file_path,device,is_behavior,set_type,type_label,brand_label,device_label,sample_file,sample_base,seq_feature_path,raw_feature_path,behavior_type,idle_group
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00370_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00370.csv,honeywell-thermostat__2019-04-26_idle__00370,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00370_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00370_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00124_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00124.csv,honeywell-thermostat__2019-04-26_idle__00124,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00124_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00124_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00386_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00386.csv,honeywell-thermostat__2019-04-26_idle__00386,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00386_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00386_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00397_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00397.csv,honeywell-thermostat__2019-04-26_idle__00397,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00397_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00397_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00357_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00357.csv,honeywell-thermostat__2019-04-26_idle__00357,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00357_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00357_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00173_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00173.csv,honeywell-thermostat__2019-04-26_idle__00173,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00173_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00173_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00169_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00169.csv,honeywell-thermostat__2019-04-26_idle__00169,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00169_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00169_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00158_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00158.csv,honeywell-thermostat__2019-04-26_idle__00158,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00158_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00158_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00193_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00193.csv,honeywell-thermostat__2019-04-26_idle__00193,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00193_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00193_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00087_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00087.csv,honeywell-thermostat__2019-04-26_idle__00087,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00087_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00087_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00017_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00017.csv,honeywell-thermostat__2019-04-26_idle__00017,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00017_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00017_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00033_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00033.csv,honeywell-thermostat__2019-04-26_idle__00033,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00033_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00033_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00157_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00157.csv,honeywell-thermostat__2019-04-26_idle__00157,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00157_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00157_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00384_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00384.csv,honeywell-thermostat__2019-04-26_idle__00384,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00384_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00384_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00005_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00005.csv,honeywell-thermostat__2019-04-26_idle__00005,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00005_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00005_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00408_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00408.csv,honeywell-thermostat__2019-04-26_idle__00408,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00408_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00408_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00035_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00035.csv,honeywell-thermostat__2019-04-26_idle__00035,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00035_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00035_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00291_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00291.csv,honeywell-thermostat__2019-04-26_idle__00291,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00291_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00291_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00272_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00272.csv,honeywell-thermostat__2019-04-26_idle__00272,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00272_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00272_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00246_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00246.csv,honeywell-thermostat__2019-04-26_idle__00246,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00246_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00246_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00079_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00079.csv,honeywell-thermostat__2019-04-26_idle__00079,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00079_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00079_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00065_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00065.csv,honeywell-thermostat__2019-04-26_idle__00065,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00065_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00065_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00271_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00271.csv,honeywell-thermostat__2019-04-26_idle__00271,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00271_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00271_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00170_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00170.csv,honeywell-thermostat__2019-04-26_idle__00170,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00170_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00170_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00011_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00011.csv,honeywell-thermostat__2019-04-26_idle__00011,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00011_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00011_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00010_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00010.csv,honeywell-thermostat__2019-04-26_idle__00010,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00010_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00010_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00099_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00099.csv,honeywell-thermostat__2019-04-26_idle__00099,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00099_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00099_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00031_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00031.csv,honeywell-thermostat__2019-04-26_idle__00031,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00031_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00031_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00471_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00471.csv,honeywell-thermostat__2019-04-26_idle__00471,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00471_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00471_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00349_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00349.csv,honeywell-thermostat__2019-04-26_idle__00349,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00349_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00349_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00159_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00159.csv,honeywell-thermostat__2019-04-26_idle__00159,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00159_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00159_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00277_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00277.csv,honeywell-thermostat__2019-04-26_idle__00277,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00277_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00277_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00251_stat.csv,honeywell-thermostat,0,unknown,HomeAutomation,Honeywell,honeywell-thermostat,honeywell-thermostat__2019-04-26_idle__00251.csv,honeywell-thermostat__2019-04-26_idle__00251,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00251_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/honeywell-thermostat/idle/2019-04-26_idle/honeywell-thermostat__2019-04-26_idle__00251_raw.npz,,2019-04-26_idle
